,5. Students % Hispanic: ,6. Students % White:,8. Students % Asian:,11. Students % Economically Disadvantaged:,16. Students % Gifted and Talented Education:,17. Attendance Rate (2017-18):,18. Annual Dropout Rate Gr. 9-12 (2017-18):,47. Staff % Teachers:,54. Staff % Minority:,57. Teacher % With 5 or Fewer Years of Experience: ,60. Teacher Turnover Rate:,78. Operating Revenue % Federal:,92. Expenditures % Basic Education Services: ,94. Expenditures % State Compensatory Education:,Racial Dif Stu/Tea,target,"DISTSIZE_1,000 to 1,599","DISTSIZE_1,600 to 2,999","DISTSIZE_10,000 to 24,999","DISTSIZE_25,000 to 49,999","DISTSIZE_3,000 to 4,999","DISTSIZE_5,000 to 9,999","DISTSIZE_50,000 and over",DISTSIZE_500 to 999,DISTSIZE_Under 500,COMMTYPE_Charters,COMMTYPE_Independent Town,COMMTYPE_Major Suburban,COMMTYPE_Major Urban,COMMTYPE_Non-metropolitan Fast Growing,COMMTYPE_Non-metropolitan Stable,COMMTYPE_Other Central City,COMMTYPE_Other Central City Suburban,COMMTYPE_Rural
368,18.8,69.4,6.2,9.8,9.6,96.2,0.0,51.0,17.5,23.7,12.6,3.7,42.2,1.7,8.7625,74.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
369,60.8,28.0,0.4,69.8,3.2,94.7,0.0,48.7,31.5,18.5,14.7,10.2,42.1,11.5,31.85,38.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
370,52.8,47.2,0.0,91.9,0.8,95.8,0.0,54.8,22.3,35.6,37.1,6.1,34.4,9.6,19.6,34.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
371,49.6,48.4,0.6,52.9,6.8,95.5,0.1,48.2,23.4,25.3,12.7,9.7,42.0,6.5,20.15625,51.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
372,11.1,87.9,0.2,36.4,5.9,96.9,0.0,55.0,6.8,16.0,9.2,5.2,47.5,5.3,4.837499999999999,58.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
373,47.4,52.6,0.0,35.5,4.9,96.9,0.0,49.8,30.1,23.2,17.5,2.2,40.5,3.9,17.95,69.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
374,46.9,45.3,0.3,51.7,6.9,95.7,0.0,46.8,33.6,20.4,13.8,7.6,32.3,11.7,18.63125,44.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
375,66.7,24.9,0.2,73.6,7.5,95.3,1.1,44.1,47.0,30.2,20.6,12.2,40.0,10.1,24.75625,34.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
376,78.1,19.8,0.0,82.6,7.7,95.3,0.0,43.6,41.6,36.2,21.8,14.7,34.2,20.1,25.925,43.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
377,79.8,7.9,0.3,91.8,2.8,93.9,2.4,52.5,40.5,43.3,23.1,12.2,41.3,14.4,39.09375,26.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
378,13.6,80.9,0.6,57.4,4.3,95.9,0.0,50.7,3.4,39.6,55.1,5.1,36.6,8.4,8.2875,30.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
379,22.0,72.9,0.0,53.8,0.0,96.0,0.0,55.3,2.7,55.5,23.0,5.7,45.4,6.1,12.474999999999998,52.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
380,48.7,44.1,0.5,60.4,7.1,95.6,0.5,46.3,21.3,44.0,23.9,12.4,43.1,8.3,23.05625,42.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
381,10.1,82.6,0.0,38.7,6.9,96.6,0.0,58.9,4.8,25.1,13.9,4.2,44.5,6.7,6.256250000000001,62.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
382,19.8,75.5,0.0,58.2,6.5,95.8,0.0,56.7,13.0,28.1,16.8,5.9,38.4,8.6,8.325,48.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
383,19.7,59.0,0.7,65.7,3.2,95.1,0.4,57.7,14.3,32.2,13.6,12.2,40.3,8.9,12.56875,50.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
384,21.7,70.9,0.2,46.2,3.6,95.7,1.4,57.7,5.8,29.1,16.7,5.5,48.0,7.5,10.843749999999995,52.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
385,41.9,35.0,3.2,67.6,11.0,94.3,1.5,52.3,24.0,34.8,16.2,12.8,40.5,8.8,22.70625,41.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
386,19.7,78.1,0.3,37.2,9.8,95.7,0.0,53.7,8.7,56.4,16.2,4.3,54.8,3.7,8.606250000000001,55.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
387,14.0,78.9,0.8,26.4,6.7,96.0,0.0,53.8,8.7,35.3,21.4,3.1,52.1,4.5,6.5687500000000005,65.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
388,16.6,76.8,0.2,52.3,4.6,95.8,0.6,51.1,11.9,22.9,10.7,8.2,44.7,10.9,8.143750000000002,54.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
389,12.4,76.1,0.6,44.1,8.8,95.3,1.0,59.3,11.0,26.3,17.8,5.0,50.1,8.4,6.275000000000002,53.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
390,7.0,84.4,0.8,41.3,5.2,95.7,0.6,52.0,5.3,21.8,10.8,10.5,46.0,7.2,2.7374999999999985,53.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
391,11.5,80.9,0.6,52.1,3.7,95.7,1.0,54.1,2.2,25.4,13.7,6.1,49.1,8.4,7.899999999999999,46.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
392,22.2,73.7,0.5,30.6,7.6,96.2,0.3,41.3,8.2,30.3,23.4,5.0,29.4,2.9,10.081249999999997,59.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
393,9.5,84.7,0.5,50.2,2.3,94.4,0.0,51.3,3.5,35.2,29.4,4.8,46.6,5.6,4.856249999999998,47.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
394,18.3,74.6,0.7,30.3,0.0,95.5,0.6,83.5,6.2,29.1,24.3,1.9,41.2,3.0,8.18125,51.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
395,17.7,54.3,0.5,73.1,7.0,95.0,1.0,49.2,21.0,26.8,23.6,9.1,35.9,11.4,13.61875,38.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
396,33.8,46.2,0.9,67.2,4.3,95.7,0.8,50.6,26.9,31.2,23.9,11.6,40.2,9.9,16.581249999999994,38.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
397,39.9,19.7,1.5,73.8,4.6,96.6,0.6,50.2,53.8,34.7,21.9,14.3,43.6,11.3,17.081249999999994,50.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
398,35.9,33.7,1.0,66.6,5.7,95.4,0.4,46.9,28.3,47.4,26.4,10.3,37.1,7.3,23.51875,41.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
399,21.1,69.0,0.5,48.8,8.9,96.2,0.2,53.8,10.2,17.8,13.6,13.2,42.9,5.2,12.85625,59.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
400,16.5,62.8,1.5,45.6,5.5,96.5,0.0,55.0,10.6,20.8,17.0,7.9,44.7,11.7,15.2875,57.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
401,7.9,81.1,0.7,39.1,9.1,95.9,0.0,59.7,5.0,21.3,7.0,6.9,45.2,6.9,5.693750000000002,54.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
402,16.5,73.6,0.7,43.3,6.0,95.7,0.0,54.4,8.8,32.3,13.0,6.7,46.1,5.0,10.23125,57.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
403,18.1,77.9,0.2,37.3,4.8,96.3,0.0,55.9,10.4,23.9,16.0,6.4,52.8,3.8,7.237499999999998,58.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
404,47.4,30.1,0.3,77.2,2.5,95.3,0.4,60.1,33.7,55.6,25.9,13.6,41.8,9.2,26.018750000000004,31.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
405,6.7,79.9,0.0,60.9,0.0,95.5,0.0,58.3,6.9,23.5,11.9,5.8,47.8,10.7,9.775,39.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
406,70.3,23.4,0.4,71.0,6.9,93.0,1.0,46.6,48.6,39.7,22.6,14.1,44.2,8.7,20.95625,35.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
407,42.1,37.1,1.9,29.9,5.6,95.8,0.8,52.9,36.8,19.4,10.4,6.6,47.4,4.6,16.15,58.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
408,41.0,54.8,0.8,36.1,7.2,96.1,0.3,52.3,22.7,21.5,14.2,5.1,48.0,4.6,16.0125,61.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
409,40.1,55.6,0.3,43.4,7.4,95.1,0.0,52.5,19.1,41.3,25.1,7.5,43.4,5.8,17.675,56.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
410,54.4,42.7,0.1,50.8,12.6,96.5,0.4,54.4,31.1,13.2,16.2,7.1,42.5,6.7,20.16875,51.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
411,57.6,42.4,0.0,71.2,4.8,93.8,0.0,50.6,23.2,20.0,33.3,9.1,34.8,7.3,28.8,47.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
412,69.9,25.8,0.3,70.0,1.9,95.1,1.1,50.1,35.3,39.3,36.4,11.6,34.1,17.4,28.231250000000006,36.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
413,70.3,27.0,0.0,75.1,9.9,96.1,0.0,52.2,44.0,34.9,28.1,12.7,40.3,13.0,28.2625,50.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
414,78.6,15.1,0.3,76.1,8.8,95.0,2.0,50.7,44.9,29.9,18.0,12.7,38.7,13.9,29.025,41.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
415,60.2,31.6,0.2,75.4,8.0,95.8,0.7,40.3,33.6,28.7,19.5,13.4,35.0,11.8,22.5375,40.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
416,36.4,60.0,0.0,59.5,4.1,95.5,0.0,60.8,8.5,21.5,9.4,10.0,35.9,9.1,19.675,57.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
417,20.7,77.2,0.4,51.4,7.6,95.6,0.4,56.5,8.6,16.1,21.7,7.3,42.0,10.9,10.3,51.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
418,21.6,76.3,0.0,53.6,1.8,96.1,0.6,59.3,6.5,25.9,14.6,7.6,44.1,8.6,10.525000000000002,55.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
419,47.6,50.9,0.4,47.4,7.4,97.4,0.0,54.5,19.5,19.2,15.6,3.3,40.5,6.0,23.2,69.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
420,68.4,30.7,0.5,62.8,5.0,97.0,0.0,53.7,37.8,40.6,22.7,7.5,44.4,9.8,25.35625,59.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
421,47.5,46.0,0.0,83.5,8.0,95.6,2.7,47.1,18.5,19.5,15.3,9.5,33.9,13.6,21.06875,43.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
422,29.6,61.6,1.0,78.8,4.6,95.8,1.2,55.4,7.3,30.2,24.3,19.1,32.1,9.3,15.7375,42.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
423,7.5,75.9,0.4,57.4,9.7,94.3,0.8,50.1,16.8,28.3,10.6,11.3,37.3,12.4,7.7125,43.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
424,7.9,68.8,0.2,59.5,4.1,95.3,0.0,51.2,11.1,28.0,14.3,12.3,36.1,8.9,11.70625,47.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
425,10.0,74.8,0.9,45.8,5.5,96.2,0.7,53.6,14.1,23.5,17.0,23.0,40.7,4.7,9.937500000000002,59.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
426,8.8,87.2,0.9,35.1,4.9,95.4,1.4,52.3,4.6,35.5,20.3,8.2,43.8,5.6,4.068749999999999,54.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
427,3.2,94.6,0.0,63.1,8.4,93.4,0.0,49.4,2.4,44.4,19.7,8.2,36.5,7.2,0.9500000000000016,37.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
428,30.4,54.0,2.3,23.1,0.0,96.3,1.0,62.8,22.6,41.6,22.7,3.1,59.2,4.3,17.0875,51.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
429,97.5,0.3,0.0,93.4,0.0,92.8,4.0,44.0,79.9,75.9,32.0,10.8,33.5,9.3,31.9625,17.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
430,99.2,0.5,0.1,93.8,5.0,96.2,2.9,46.6,91.3,78.4,38.4,16.1,32.3,11.7,9.85625,45.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
431,75.0,5.7,0.0,81.3,4.7,95.3,4.1,69.4,41.9,16.7,23.1,7.4,37.4,12.1,27.06875,35.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
432,96.5,0.9,0.3,21.3,0.0,96.9,0.0,58.8,87.9,62.4,16.9,14.0,40.6,21.1,20.48125,77.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
433,58.1,21.4,3.7,46.0,0.0,97.1,1.1,69.1,27.9,15.6,0.7,2.0,41.0,4.9,25.23125,74.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
434,87.0,4.9,0.2,90.4,0.0,95.2,4.3,51.2,82.0,44.4,42.8,10.5,46.4,8.7,26.975,31.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
435,87.5,1.3,1.0,87.2,0.0,96.2,0.7,58.8,67.2,87.1,27.4,9.6,45.3,8.6,32.0,51.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
436,54.6,5.5,8.8,83.8,7.2,96.5,0.3,58.1,52.6,61.9,28.7,9.9,53.0,11.2,24.56875,52.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
437,53.4,9.7,13.5,66.6,15.7,96.6,0.0,62.0,45.4,61.0,22.3,8.5,58.9,7.4,24.375,54.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
438,19.9,17.3,30.9,55.9,16.3,96.5,0.1,61.1,44.5,65.5,23.2,7.5,57.1,8.0,16.8625,69.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
439,6.3,0.6,0.0,90.8,0.0,95.3,1.4,58.7,93.2,100.0,58.5,10.5,30.3,12.0,5.05,10.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
440,72.7,2.4,1.1,87.2,4.4,94.0,4.2,45.2,79.4,46.2,18.5,15.4,42.9,10.3,24.03125,36.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
441,54.2,3.8,11.7,84.4,4.6,94.9,1.3,51.3,78.2,35.5,12.6,16.2,48.9,12.0,16.193749999999998,41.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
442,79.6,6.8,0.9,80.7,3.7,94.5,2.8,43.7,68.1,42.1,14.6,14.1,44.3,8.9,25.4875,44.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
443,40.2,42.2,0.4,53.5,4.6,95.0,1.9,49.3,41.3,38.2,18.1,10.5,45.5,5.7,12.325,49.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
444,44.4,24.1,9.3,54.5,6.2,95.4,1.1,49.0,44.9,36.4,12.6,11.0,47.4,7.2,19.375,58.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
445,58.0,35.9,1.1,47.4,6.5,95.6,1.5,45.4,35.5,29.4,13.9,7.9,43.1,6.8,20.88125,56.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
446,79.1,4.1,0.6,85.5,6.1,95.7,2.3,42.2,77.1,41.4,16.9,14.1,42.1,8.0,22.0,46.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
447,62.5,18.3,1.6,69.3,8.2,94.9,1.7,45.4,54.5,37.3,17.0,10.4,43.0,7.8,21.356250000000006,45.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
448,62.0,9.0,4.2,79.9,15.8,95.4,4.0,46.5,80.9,40.4,19.1,16.5,41.4,12.8,17.30625,44.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
449,36.3,36.3,3.2,38.0,7.1,95.6,0.6,51.2,39.6,29.4,15.4,7.7,48.9,4.6,16.125,52.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
450,35.4,34.4,15.4,31.6,8.0,96.5,0.6,51.3,38.5,33.0,11.2,7.9,51.8,4.0,16.162499999999998,69.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
451,41.4,31.3,8.4,45.2,4.5,95.5,1.1,49.9,40.0,32.5,15.0,9.7,50.4,6.3,18.24375,54.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
452,49.6,39.7,1.1,53.5,8.9,94.7,0.9,46.2,37.5,34.0,12.8,9.3,41.1,8.3,19.325000000000006,50.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
453,83.4,5.6,3.0,86.3,5.3,94.2,2.0,46.1,61.7,41.5,12.9,14.2,43.9,9.9,24.84375,45.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
454,46.0,7.5,2.7,70.1,6.7,93.8,3.9,43.5,71.9,42.8,23.6,15.3,43.8,8.4,13.95,34.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
455,59.2,26.9,6.5,58.9,9.3,95.4,2.3,51.3,53.5,32.9,13.9,13.9,48.2,9.0,17.10625,51.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
456,30.5,53.0,7.5,24.1,9.5,96.4,0.6,48.4,27.1,25.9,15.5,5.5,53.9,3.8,12.8375,70.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
457,71.3,5.6,0.4,82.6,5.3,93.9,2.0,45.4,71.6,45.2,21.5,13.5,37.7,8.3,21.73125,35.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
458,23.6,71.7,0.5,35.6,6.7,95.4,0.3,47.5,16.6,27.6,12.1,9.3,44.0,5.9,9.70625,47.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
459,36.4,23.0,0.6,76.6,11.9,93.6,3.5,48.6,51.5,50.3,29.3,15.3,36.6,14.4,16.675,35.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
460,24.8,53.3,0.1,64.8,6.2,95.6,0.9,51.4,22.0,27.6,25.4,7.6,43.1,7.8,17.368750000000002,44.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
461,26.3,56.8,1.2,39.5,3.8,96.0,0.3,52.4,15.5,26.9,12.7,11.6,44.4,5.4,16.80625,41.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
462,6.7,89.1,0.1,45.1,9.1,95.7,0.0,52.5,2.5,19.1,16.5,6.5,46.0,6.2,4.131250000000001,62.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
463,5.4,75.3,0.5,50.8,5.4,96.1,0.3,51.2,16.4,28.5,20.9,6.4,38.9,6.1,6.131250000000001,53.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
464,33.7,62.4,0.0,67.4,2.2,96.5,0.0,59.5,12.1,46.7,5.2,6.4,36.4,10.2,10.35,34.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
465,58.7,39.9,0.0,70.4,7.2,96.5,0.0,52.0,27.2,41.2,18.2,6.1,40.6,9.1,27.300000000000004,55.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
466,43.1,48.9,0.5,71.6,1.6,95.6,0.0,57.1,16.4,14.4,14.5,8.2,36.2,16.3,21.71875,50.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
467,49.2,46.7,0.0,86.1,5.7,96.3,0.0,51.8,17.3,20.0,60.6,9.4,38.1,11.4,25.825,39.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
468,39.8,57.6,0.0,84.7,5.1,95.0,0.0,53.3,12.9,54.9,31.0,4.7,35.5,8.9,17.5,47.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
469,22.8,70.7,0.6,40.7,0.0,90.6,5.4,52.6,7.6,80.6,12.1,16.1,38.1,12.0,10.4125,47.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
470,72.5,20.5,1.0,74.2,10.5,93.9,2.7,45.6,56.4,40.9,18.7,10.3,41.0,9.2,18.7625,37.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
471,20.5,72.3,1.8,10.1,7.0,95.6,0.2,50.3,19.8,33.9,14.4,3.4,44.9,2.7,6.66875,66.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
472,24.8,71.0,0.4,28.0,7.7,96.4,0.3,52.2,10.6,27.8,10.9,6.4,44.2,4.5,11.125,59.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
473,64.5,29.1,1.0,51.4,6.9,95.2,2.6,48.1,46.2,35.1,17.3,8.1,42.9,9.3,18.3625,49.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
474,46.0,52.6,0.3,42.3,5.0,97.0,0.0,56.8,14.3,9.6,8.4,4.3,46.4,9.7,21.018750000000004,62.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
475,49.5,33.0,0.7,75.9,3.3,95.6,1.2,49.0,21.8,41.9,32.4,13.1,37.7,11.2,25.74375,40.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
476,15.8,74.0,0.3,60.5,5.4,95.5,0.4,47.5,10.4,38.2,16.5,10.9,41.2,8.6,10.9125,48.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
477,10.4,86.7,0.2,56.3,3.0,95.6,0.0,53.4,6.3,31.9,16.0,8.7,37.8,10.0,3.5124999999999984,58.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
478,11.1,84.2,0.1,64.7,4.0,96.8,0.8,48.2,4.3,27.0,18.4,14.0,44.3,9.8,6.61875,50.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
479,18.2,65.7,0.2,64.1,3.6,95.5,0.0,46.4,20.8,16.9,12.1,15.5,42.4,9.5,11.525,62.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
480,17.7,56.4,0.0,74.0,2.8,95.3,0.0,63.2,21.3,59.5,11.1,12.1,39.7,7.5,14.175,51.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
481,11.9,80.2,0.2,61.1,3.4,96.8,0.0,53.5,7.5,21.5,18.8,9.8,41.1,9.1,8.3125,46.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
482,99.5,0.5,0.0,98.4,0.0,88.3,0.0,40.8,91.8,85.0,23.8,9.8,40.6,18.5,7.25,25.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
483,90.5,4.0,0.7,87.1,0.0,97.8,0.0,40.3,88.6,64.7,25.1,17.1,40.7,15.1,6.2625,55.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
484,98.6,0.7,0.3,83.8,0.0,97.3,0.0,54.8,98.0,56.5,10.1,10.6,45.1,12.5,0.8187499999999986,56.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
485,99.7,0.2,0.0,94.1,8.1,94.1,2.6,43.0,97.7,40.8,9.1,19.4,43.0,14.3,1.7500000000000009,37.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
486,99.6,0.3,0.0,97.6,11.7,94.8,2.3,42.2,98.4,33.7,10.8,18.6,34.0,13.8,1.949999999999998,37.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
487,97.6,1.4,0.6,86.4,6.7,95.5,2.0,48.2,96.7,20.1,6.0,15.4,44.6,12.5,1.5624999999999991,50.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
488,100.0,0.0,0.0,90.8,10.3,96.3,0.4,42.9,98.5,30.4,16.1,16.5,37.2,11.0,3.450000000000001,48.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
489,93.5,4.4,1.3,71.3,10.2,95.5,0.5,47.8,90.7,24.8,12.1,14.7,42.4,10.8,4.531249999999999,54.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
490,98.5,0.9,0.1,90.8,13.1,94.3,1.1,45.5,96.0,28.3,8.8,21.7,38.3,17.0,2.3312499999999994,36.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
491,98.8,0.8,0.1,86.3,11.5,94.0,0.9,44.8,95.0,26.2,9.4,16.1,39.5,11.9,3.356249999999999,46.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
492,99.0,0.7,0.1,91.9,6.7,95.8,1.1,46.5,96.8,29.2,10.3,18.8,39.4,13.5,2.443749999999999,46.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
493,99.3,0.7,0.0,99.7,12.3,94.9,2.6,41.6,97.7,34.6,6.1,18.8,35.7,14.9,1.3999999999999992,35.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
494,93.2,4.0,1.9,64.7,10.4,97.0,0.5,48.0,87.7,16.2,7.9,11.4,45.2,6.2,7.45625,64.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
495,99.5,0.4,0.0,92.8,9.5,94.3,3.6,44.6,98.9,29.5,8.1,17.5,39.4,12.9,1.4000000000000008,45.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
496,98.6,1.1,0.2,85.6,5.6,95.9,1.5,47.2,94.6,14.1,5.1,16.8,41.5,13.0,3.874999999999997,46.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
